site,tomst_id,start_date,end_date,probl
MI895,94181602,2021-08-25,2021-08-25,1
MI895,94181602,2021-08-26,2021-08-26,1
MI895,94181602,2021-08-27,2021-08-27,1
MI895,94181602,2021-08-28,2021-08-28,1
MI895,94181602,2021-08-29,2021-08-29,1
MI895,94181602,2021-08-30,2021-08-30,1
MI895,94214997,2021-08-02,2021-08-02,2
MI895,94214997,2021-08-03,2021-08-03,2
MI895,94214997,2021-08-04,2021-08-04,2
MI895,94214997,2021-08-05,2021-08-05,2
MI895,94214997,2021-08-06,2021-08-06,2
MI895,94214997,2021-08-07,2021-08-07,2
MI895,94214997,2021-08-08,2021-08-08,2
MI895,94214997,2021-08-09,2021-08-09,2
MI895,94214997,2021-08-10,2021-08-10,2
MI895,94214997,2021-08-11,2021-08-11,2
MI895,94214997,2021-08-12,2021-08-12,2
MI895,94214997,2021-08-13,2021-08-13,2
MI895,94214997,2021-08-14,2021-08-14,2
MI895,94214997,2021-08-15,2021-08-15,2
MI895,94214997,2021-08-16,2021-08-16,2
MI895,94214997,2021-08-17,2021-08-17,2
MI895,94214997,2021-08-18,2021-08-18,2
MI895,94214997,2021-08-19,2021-08-19,2
MI895,94214997,2021-08-20,2021-08-20,2
MI895,94214997,2021-08-21,2021-08-21,2
MI895,94214997,2021-08-22,2021-08-22,2
MI895,94214997,2021-08-23,2021-08-23,2
MI895,94214997,2021-08-24,2021-08-24,2
MI895,94214997,2021-08-25,2021-08-25,2
MI895,94214997,2021-08-26,2021-08-26,2
MI895,94214997,2021-08-27,2021-08-27,2
MI895,94214997,2021-08-28,2021-08-28,2
MI895,94214997,2021-08-29,2021-08-29,2
MI895,94214997,2021-08-30,2021-09-28,2
MI907,94181601,2018-06-01,2018-06-19,2
MI949,94181608,2018-06-01,2018-06-19,2
MI949,94181608,2019-08-15,2019-08-24,3
MI961,94181624,2018-06-11,2018-06-18,2
AE01,95256186,2022-06-01,2023-07-09,2
AE03,95256175,2022-06-01,2023-07-09,2
AE04,95256174,2022-06-01,2023-07-09,2
AE05,95256173,2022-06-01,2023-07-09,2
AE06,95256172,2022-06-01,2023-07-09,2
AE07,95256171,2022-06-01,2023-07-09,2
AE08,95256185,2022-06-01,2023-07-09,2
AE09,95256184,2022-06-01,2023-07-09,2
AE10,95256183,2022-06-01,2023-07-09,2
AE11,95256182,2022-06-01,2023-07-09,2
AE12,95256181,2022-06-01,2023-07-09,2
AIL119,94194026,2023-04-19,2023-09-07,1
AIL127,94194022,2023-09-07,2023-09-07,1
AIL128,94194021,2023-09-07,2023-09-07,1
AIL129,94194023,2022-09-28,2023-09-07,1
AIL188,94194016,2022-09-23,2023-09-12,1
L11,94217045,2019-09-23,2022-09-21,2
L12,94217052,2019-09-23,2022-09-20,2
L14,94212881,2019-09-23,2022-09-21,2
L15,94213516,2021-05-13,2021-07-30,2
L15,94213516,2022-06-18,2022-07-19,9
L15,94217022,2020-01-01,2022-08-20,2
L26,94213507,2020-01-01,2022-07-30,2
L27,94213519,2020-01-01,2022-07-30,2
L28,94213539,2020-01-01,2022-07-30,2
L29,94217062,2020-01-01,2022-07-30,2
L30,94213541,2020-01-01,2022-07-30,2
L31,94217043,2020-01-01,2022-07-30,2
L31,94217043,2023-07-13,2023-09-06,1
L32,94217070,2020-01-01,2022-07-30,2
L33,94212874,2020-01-01,2022-09-20,2
L34,94217072,2020-01-01,2022-07-30,2
L35,94217049,2020-01-01,2022-08-14,2
L28,94213507,2020-01-01,2022-07-30,2
L6,94213508,2023-02-13,2023-09-07,1
MAL013,94194088,2023-08-31,2023-09-10,1
MAL015,94194061,2023-08-05,2023-09-10,1
MAL021,94194084,2023-08-31,2023-09-10,1
MAL022,94194089,2023-08-07,2023-09-10,1
MAL037,94194151,2023-08-09,2023-09-10,1
MAL084,94194113,2023-07-23,2023-09-14,1
MI1043,94217055,2020-01-01,2022-09-18,2
MI11231,94217016,2020-01-01,2022-09-20,2
MI11232,94181614,2023-08-22,2023-09-04,6
MI343,94181308,2022-09-19,2023-09-03,6
MI367,94212870,2020-01-01,2022-09-18,2
MI583,94213503,2020-01-01,2022-09-19,2
MI751,94217018,2020-01-01,2022-09-19,2
MI907,94181601,2023-06-06,2023-06-16,1
MI949,94181608,2023-08-08,2023-09-06,1
RA300,94204779,2020-01-01,2022-08-01,2
RA301,94204781,2020-01-01,2022-08-01,2
RA302,94204783,2020-01-01,2022-08-01,2
RA303,94204749,2020-01-01,2022-08-01,2
RA304,94204728,2020-01-01,2022-08-01,2
RA305,94204735,2020-01-01,2022-08-09,2
RA305,94204735,2023-07-20,2023-09-30,2
RA308,94204729,2020-01-01,2022-08-12,2
RA309,94204744,2020-01-01,2022-08-12,2
RA311,94204741,2020-01-01,2022-08-12,2
RA312,94204724,2020-01-01,2022-08-13,2
RA312,94204724,2023-07-12,2023-09-30,2
RA313,94204764,2020-01-01,2022-08-13,2
RA313,94204764,2022-09-19,2023-06-01,6
RA313,94204764,2023-07-12,2023-09-30,2
RA314,94204721,2020-01-01,2022-08-13,2
RA314,94204721,2023-07-12,2023-09-30,2
RA315,94204718,2020-01-01,2022-08-13,2
RA316,94204765,2020-01-01,2022-08-13,2
RA316,94204765,2023-07-12,2023-09-30,2
RA317,94204763,2020-01-01,2022-08-13,2
RA317,94204763,2023-07-12,2023-09-30,2
RA318,94204714,2020-01-01,2022-08-13,2
RA318,94204714,2023-07-12,2023-09-30,2
RA319,94204801,2020-01-01,2022-08-13,2
RA320,94204799,2020-01-01,2022-08-16,2
RA320,94204799,2022-08-17,2023-09-05,9
RA321,94204716,2020-01-01,2022-08-16,2
RA322,94204715,2020-01-01,2022-08-16,2
RA323,94204738,2020-01-01,2022-08-16,2
RA323,94204738,2023-07-20,2023-09-30,2
SAL007,95256189,2023-06-01,2023-07-11,2
SAL008,95256190,2023-06-01,2023-07-11,2
SAL009,95256165,2023-06-01,2023-07-11,2
SAL018,95256151,2023-06-01,2023-07-11,2
SAL019,95256160,2023-06-01,2023-07-11,2
SAL020,95256159,2023-06-01,2023-07-11,2
SAL021,95256158,2023-06-01,2023-07-11,2
SAL021,95256158,2023-08-03,2023-09-09,1
SAL023,95256157,2023-06-01,2023-07-11,2
SAL024,95256156,2023-06-01,2023-07-11,2
SAL025,95256198,2023-06-01,2023-07-08,2
SAL026,95256200,2023-06-01,2023-07-08,2
SE01,95256195,2023-06-01,2023-07-08,2
SE02,95256194,2023-06-01,2023-07-08,2
SE03,95256193,2023-06-01,2023-07-08,2
SE04,95256192,2023-06-01,2023-07-08,2
SE05,95256191,2023-06-01,2023-07-08,2
SE06,95256180,2023-06-01,2023-07-08,2
SE07,95256179,2023-06-01,2023-07-08,2
SE08,95256178,2023-06-01,2023-07-08,2
SE09,95256177,2023-06-01,2023-07-08,2
SE10,95256176,2023-06-01,2023-07-08,2
SE11,95256196,2023-06-01,2023-07-08,2
SE12,95256197,2023-06-01,2023-07-08,2
X01,94213542,2020-01-01,2022-09-22,2
X02,94212860,2020-01-01,2022-09-22,2
X02,94212860,2023-08-17,2023-09-01,1
X04,94213530,2020-01-01,2022-09-22,2
X05,94212853,2020-01-01,2022-09-22,2
X06,94217004,2020-01-01,2022-09-22,2
X07,94212872,2020-01-01,2022-09-22,2
X08,94213526,2020-01-01,2022-09-22,2
X08,94213526,2023-05-20,2023-07-18,1
X08,94213526,2023-08-09,2023-09-03,1
X09,94217042,2020-01-01,2022-09-22,2
X09,94217042,2023-08-18,2023-09-03,1
X10,94212883,2020-01-01,2022-09-22,2
X11,94212884,2020-01-01,2022-09-22,2
X12,94213529,2020-01-01,2022-09-22,2
X13,94217009,2020-01-01,2022-09-22,2
X14,94212854,2020-01-01,2022-09-22,2
X15,94217053,2020-01-01,2022-09-23,2
X16,94217027,2020-01-01,2022-09-23,2
X17,94213537,2020-01-01,2022-09-23,2
X18,94217059,2020-01-01,2022-09-23,2
X19,94213505,2020-01-01,2022-09-23,2
X20,94217080,2020-01-01,2022-09-23,2
X21,94217030,2020-01-01,2022-09-23,2
X22,94212867,2020-01-01,2022-09-23,2
X23,94213501,2020-01-01,2022-09-23,2
X25,94212866,2020-01-01,2022-09-25,2
X26,94217029,2020-01-01,2022-09-25,2
X27,94217074,2020-01-01,2022-09-25,2
X28,94212879,2020-01-01,2022-09-25,2
X29,94217076,2020-01-01,2022-09-25,2
X30,94212878,2020-01-01,2022-09-25,2
X36,94217054,2020-01-01,2022-09-27,2
X38,94217065,2020-01-01,2022-09-27,2
X39,94217073,2020-01-01,2022-09-27,2
X40,94217044,2020-01-01,2022-09-27,2
RA310,94204743,2020-01-01,2022-08-12,2
RA310,94204743,2023-06-18,2023-09-04,1
